,serial_number,User Name,URL,Post Created,combined_text,mention_other,mentioned_other,attack,target,description
127,258,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/1370396193840055,2024-01-07 16:24:59 CST,"👉活動時間:1/7 18:00-21:00
👉活動地點:高雄/神農路封路(高雄鼓山區神農路(博愛二路口到南屏路口)
🗣主持人：于文、燕婷

1800開場表演舞龍＋戰鼓
1805主持人大開場+傳大球

誰來開講:
民眾黨不分區立委候選人 #莊貽量
屏東競選總部主委 #藍群傑
台南市黨部主委 #蔡宛秦
民眾黨不分區立委候選人 #麥玉珍
資深媒體人 #楊文嘉
民眾黨不分區立委候選人 #林國成
民眾黨不分區立委候選人 #許忠信
民眾黨不分區立委候選人 #陳昭姿
民眾黨不分區立委候選人 #黃國昌
民眾黨不分區立委候選人 #黃珊珊
民眾黨中央委員 #林富男
網紅直播主 #陳清茂
民眾黨高雄市立委第一選區候選人 #曾尹儷
民眾黨副總統候選人 #吳欣盈

預計2020大進場
民眾黨總統候選人 #柯文哲",yes,蔡,no,,
125,260,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/1033123184465018,2024-01-07 17:30:19 CST,👉活動時間:1/7 18:00-21:00 👉活動地點:高雄/神農路封路(高雄鼓山區神農路(博愛二路口到南屏路口) 🗣主持人：于文、燕婷 1800開場表演舞龍＋戰鼓 1805主持人大開場+傳大球 誰來開講: 民眾黨不分區立委候選人 #莊貽量 屏東競選總部主委 #藍群傑 台南市黨部主委 #蔡宛秦 民眾黨不分區立委候選人 #麥玉珍 資深媒體人 #楊文嘉 民眾黨不分區立委候選人 #林國成 民眾黨不分區立委候選人 #許忠信 民眾黨不分區立委候選人 #陳昭姿 民眾黨不分區立委候選人 #黃國昌 民眾黨不分區立委候選人 #黃珊珊 民眾黨中央委員 #林富男 網紅直播主 #陳清茂 民眾黨高雄市立委第一選區候選人 #曾尹儷 民眾黨副總統候選人 #吳欣盈 預計2020大進場 民眾黨總統候選人 #柯文哲,yes,蔡,no,,
117,268,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/911691640323164,2024-01-07 22:29:58 CST,下個禮拜六就是投票日了，我衷心感謝來參加 #TeamKP 高雄召集令的支持者，以及黨公職同仁、志工夥伴，大家都辛苦了。有人說民眾黨過不了濁水溪，但有你們陪伴我 #義無反顧拚1次，今晚我們才能聚集8萬民眾來到現場，還有11萬網友同步收看KP TV的直播，這樣的士氣一定要延續到1/13，大家千萬要出來投票。 高雄渴望改變，渴望新政治、新文化。今天晚上，我講到先編預算再叫各地方政府申請的前瞻計畫8400億；賴清德說民進黨8年還債9千億，但是實際負債增加5000億，因為他們借了更多錢。講到這裡，台下的民眾都高分貝大罵 #太離譜了。 要讓高雄人不再有「重北輕南」的相對剝奪感，必須修訂「財政收支劃分法」。目前台灣有16個地方政府自籌款低於5成，需要中央補助財源，嚴重影響地方政府自治。林全擔任行政院長之前，曾找我討論財劃法修法，但蔡英文總統都快卸任了，財劃法還是沒修，因為絕對權力使人絕對腐化，還沒執政時，每天都喊不公平，執政後就不肯放下分配預算的「魔戒」。 我會成立「統籌分配款委員會」，讓統籌分配財源合理化，並且要求縣市遵守財政紀律，不要隨便亂舉債。請各位放心，柯文哲當總統，建設台灣絕對不會分黨派，也不會看顏色。 以前民進黨高喊黨政軍退出媒體，現在卻變成黨政軍就是媒體；而國民黨同樣改不掉染指媒體的舊習。黃珊珊跟我說，某家跟侯友宜關係很好的電視台，拒絕播我們的廣告。這家電視台現在每天狂播柯黑新聞，晚上政論節目也是不斷黑柯。 我的競選歌曲叫做《 #簡單的人》，我希望台灣人都可以是簡單的人，每天認真工作，說話不用拐彎抹角，就可在這個社會安居樂業，這就是我的目標。我更希望下一代也能當簡單的人，不用每天仇恨動員，互相陷害。 要讓美好台灣在我們手中實現，現在唯一要做的就是讓更多人加入這場改變政治文化的社會運動，只要大家都回家投票、出門投票。藍綠惡鬥20幾年，這一次，我們第一次可以「#同時下架藍綠」的歷史時刻，錯過這次，不知還要等多久？ 高雄市第一選區請支持1號 曾尹儷-2023高雄市立委第一選區候選人。總統副總統請支持1號柯文哲、吳欣盈，不分區政黨票支持12號台灣民眾黨。各位夥伴，#藍綠會過去，#民眾有未來。請相信自己，我們會贏，而且一定會贏，讓我們一起把國家贏回來，再把國家還給人民！,yes,"民進黨, 賴, 侯, 國民黨, 蔡, 藍綠",yes,"民進黨, 賴, 侯, 國民黨, 蔡, 藍綠",Critique everyone for everything
111,274,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/911974150294913,2024-01-08 10:38:18 CST,預防勝於治療的 #社會安全網 - 支持民間打造更多孩子的第二個家 新北國中生的悲劇發生至今已經快兩週了，為了避免憾事再發生，我也持續關注後續的發展。 幾天前，林萬億政委、潘文忠部長等跨部會官員有進行相關討論，應該予以肯定。但關鍵是會議結論是否能落實？ 侯市長也多次在臉書上發聲，提到一些修法目標，民眾黨的立委也樂意在新會期提出或者共同支持相關法案修訂。 但這些是遠遠不足的，因為如果我們只是想要把安全網補的更密，卻沒有增加實際的財政支持和人力資源，往往只是讓現有的第一線人員更疲於奔命。 此外，我認為更重要的關鍵，還是預防勝於治療。 我們要追問，一個國中生怎麼會出現偏差的行為？如何接觸到黑社會走上這條路？ 如同我上週在臉書上承諾的，昨天，我拜訪了弱勢學生的課輔單位，請教他們怎麼打造「孩子的第二個家」，如何創造歸屬感，把原本遊走在放棄學習的孩子，從人生的岔路口牽回來。 我在YouTube頻道《國是會議》系列中討論到人才培育和教育的時候，有提到一個「人才流」的概念。人才的發展是流動連續的，他們不會突然就變成大學生，也不會突然變壞。這些走錯路的孩子，往往是原生家庭功能受損，加上在學校學習挫折，才進而容易被黑社會吸收，或是尋求不適合的歸屬。如果我們不去思考如何在源頭端找到方法，那麼下游的網補的再密，法律修得再嚴，也依然會本末倒置，捨本逐末，社會成本極高。從我作為一名醫生的經驗，「治療」的成本往往高出「預防」成本數倍，一條寶貴生命的失去，更是無法用成本來衡量的。 透過對話和了解，我知道教會、慈濟、佛光山、或者像是博幼這樣的非營利組織，都在許多社區有各種型態的公益課輔班，照顧弱勢孩子從飲食、課業到才藝學習的需求，尤其最重要的核心精神就是 - 陪伴。 我聽見了許多故事很感動，吸毒的孩子怎麼被救回來、被性侵的孩子怎麼恢復對人的信任。 我知道，只靠政府根本不可能做到。同時我也瞭解許多課輔班的業務常常會在地方縣市的社會局與教育局之間互踢皮球，更不要說中央還有教育部與衛福部分工但不合作。 所以我承諾，我若擔任總統，我會用「預防勝於治療」的角度，傾聽第一線的經驗與看法，並用面對問題、解決問題的態度，思考怎麼樣讓熱心的民間單位能獲得更多的支持，接住更多的孩子。 我也想邀請大家，如果你渴望我們的國家更好，可以捐款給你認識的公益課輔單位，讓這些孩子的第二個家可以被支持。如果還不認識任何公益課輔單位，現在就開始關心認識，因為孩子就是我們的未來，孩子沒有未來，台灣就沒有未來。,yes,侯,no,,
96,289,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/912185450273783,2024-01-08 20:05:21 CST,百萬YT訂閱達標！謝謝所有小草！ 這兩三天，我的自媒體小組士氣高昂，我們用有限的資源成立KP TV，棚內累得人仰馬翻，還要一組人跟著我全台車隊掃街出外景，大家都非常辛苦，但依舊努力不懈跟著我義無反顧拚1次！ 漸漸有人注意到我的YT頻道訂閱數越來越多，從95萬訂閱，就有人期待能夠在選前破百萬，而經過週末兩天台中、高雄 #TeamKP召集令，還有假日的車隊掃街馬拉松實況直播之後，粉絲數的成長更是直線狂飆，超多網友不斷數著97萬、98萬、99萬、99萬5千、99萬9千了！ 終於在下午5點43分，我的YT頻道突破百萬的訂閱。正在直播台南麻豆夜市，在金蓮寺前跟民眾拍照的我，被直播小編問心情如何？我平常心地說「#繼續工作、繼續工作」，畢竟排隊的民眾等很久了，不要再拖到他們的時間，於是我繼續跟民眾比愛心、比讚、比①。 今天也有記者問我，你的網路流量很高，霸榜發燒影片，但要怎麼把它轉換成實際的選票？坦白說，我也不知道，過去台灣總統大選都是靠樁腳，只有我們是靠公民運動。我只能繼續在接下來的車隊掃街、廟口開講，認真賣力讓選民更認識我，願意出來投票給我。 在高雄台南車掃，有超多 #小草 成群結隊進行 #白紙運動，寫著「5/20 07:30柯文哲準時總統府上班」、「只要我們不放棄，藍綠就會變過去」。 謝謝線上線下的所有小草，我會繼續努力，最後一哩路，拜託幫我多多拉票，1/13號讓台灣政治文化改變成真。1000000 柯文哲 河文哲YouTube頻道 訂閱破百萬啦！ 謝謝大家的支持 f回柯文哲,yes,藍綠,yes,藍綠,只要我們不放棄，藍綠就會變過去
78,307,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/912713286887666,2024-01-09 18:42:47 CST,#國家級警報 ，不能淪為 #放羊的孩子 。 下午兩封國家級警報，嚇壞了所有人。因為國防部把satellite(衛星)錯拼成missile(飛彈)，這錯誤資訊甚至誤導陳建仁院長，在立院報告時說成「飛彈」。 連發兩封警報後， #國防部 發出更正訊息。我們發現，國防部與行政院，不只在緊急事態發生時訊息錯亂，且國防部第一時間無預警突襲人民的「飛彈」，是中國和歐洲共同規劃要發射的衛星，而且兩天前就已經公布路徑，也沒有如警報所說的，飛過台灣本島上空。對比2022年的東風飛彈，嚴重程度大相徑庭，上次我們後知後覺，這次政府卻小題大作、徒增恐慌。 蔡總統一句「 #不用怕 」，卻沒辦法帶給國民安全感。我們應該 #將烏龍視為壓力測試，而不是裝可愛。 兩岸關係最害怕的，就是因爲惡意螺旋，擦槍走火使事態一發不可收拾。即便在美俄冷戰時期，雙方也有設置熱線，來避免誤判與最糟事態的發生。今天的烏龍，證實兩岸間缺乏最基本的對話機制，很可能導致重要時刻，資訊判斷失準，爆發危機。 無論如何，勿恃敵之不來，恃吾有以待之，才是 #保護台灣 最好的態度。用科學、理性、務實的態度，去面對我們的危機。,yes,蔡,yes,蔡,Critique on misinterpretation of satellite missile
64,321,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913182963507365,2024-01-10 14:04:21 CST,我相信，我們努力的現在，是下一代的光明未來。 台灣是一首波瀾壯闊的史詩，我們有勇渡黑水溝的冒險犯難先民，有過血淚交織追求民主的百年歷程。一代接著一代，先來後到，交會在這座美麗海洋上的福爾摩沙，成就台澎金馬的民主 #中華民國。 我們承先啟後，一次一次感受到時代變革的劇烈脈膊，當30年來民主化之路演變成藍綠兩極惡鬥，意識形態治國之時，我們知道，迎接新政治文化，召喚理性、科學、務實、清廉、勤政、愛民、愛鄉土的時刻，已經到來。 人民厭倦了謊言欺騙，痛恨貪腐叢生、人民渴望打破陳因陋襲，此刻，我們正站在歷史的交叉路口。 我們勇敢向前走吧！ 再三天，為下一代的光明未來，為自己贏回 #美好臺灣！ #最好的選哲 #1號柯文哲吳欣盈,yes,藍綠,yes,藍綠,
63,322,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913186990173629,2024-01-10 14:14:36 CST,面對這樣的國家級烏龍，我的態度是「面對問題、解決問題」： 1.重大事件發生，國防部發出的簡訊如果是錯的，會發生什麼事？ 2.國家解釋了，結果人民不相信、訊息混亂，又會發生什麼事？ 3.所以我說昨天從國防部、行政院到蔡總統的發言反應是不對的，這個烏龍是「很多層面」出問題，查核、溝通都不到位。政府應該要想「怎麼避免錯誤重演」，而不是裝可愛，一句話說不用怕。「妳這樣講，我們才害怕」 4.這就像是最真實的演習，「不恃敵之不來，恃吾有以待之」才是正確態度。,yes,蔡,yes,蔡,Critique on misinterpretation of satellite missile
58,327,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913321996826795,2024-01-10 20:04:59 CST,車隊掃街一個多禮拜了，全台各地的 #小草，都不斷進化，更多樣化了。本來基本款的小草夾飾，漸漸出現絨毛款、巨大款，多株款、閃光款，我實在佩服大家的創意。 今天車掃行程來到宜蘭，感謝天公作美，雖然是陰天，但完全沒下雨，也比前幾天的台南高雄要涼爽多了，讓我更有精神跟大家揮手。有人把 #可達鴨 舉得高高的，更有人扮成暴龍、青蛙、馬、無臉男，一起大跳炸裂舞，高喊「票！投！柯文哲！#票投1號柯文哲！」，真不知道為什麼我的車掃有這麼多動物參與。 下午來到新北三蘆五股，加油聲更是此起彼落，賣麵的、吃麵的、賣豆花、吃豆花的，都在路旁邊跟我加油，也有很多打氣聲來自樓上住戶的祝福。 我也要鄭重跟大家推薦，今天的兩位麥克風手，分別是陳琬惠跟李有宜。要參選宜蘭縣立委的 立法委員陳琬惠，過去是民眾黨立院黨團主任，她對法案審查跟監督預算都非常嫻熟，遞補不分區之後，更有 #立院女戰神 之稱。不論是民進黨綠能產業的違法套利 ，或是政府對豬肉價格的 掌控失靈 ，或 NCC違法濫權 ，都能看到她勇於揭弊的身影，我們需要把這樣的人才留在立法院，也要為宜蘭人爭取更多資源。 下午新北三蘆五股的麥克風手，是 李有宜。她是 台大會計系畢業，美國哥倫比亞大學政治系碩士，專業學識豐富，而且年輕肯創新，我相信她能為三蘆五股帶來盎然新意。 選戰倒數3天，我會繼續車隊掃街、廟口開講、逛夜市拜票，希望能讓更多民眾認同我的勤奮努力。拜託大家1/13一定要出來投票，自己決定台灣的未來。總統投給1號柯文哲，吳欣盈，政黨票支持12號 台灣民眾黨，讓我們為台灣帶來新的改變，走出新的方向，我們要贏，而且 #一定會贏 ！,yes,民進黨,yes,民進黨,
50,335,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913713396787655,2024-01-11 12:01:55 CST,「柯P我愛你」、「柯P凍蒜」、「阿北加油」，今天上午在中和的車隊掃街，一直在這樣的聲音中度過，而我的麥克風手 邱臣遠，則不斷大喊「#總統1號柯文哲，#立委2號邱臣遠」「拉票，固票，記得投票」、「投給一定會贏的柯文哲」。 中和的鄉親超級有活力， #音效組 加油聲從街頭響到街尾，#設備組 道具更是華麗，沿街除了基本款的小旗子，還有造勢場合規格的戰旗、政策記者會用的政見易拉展、站路口常出現的米老鼠手套。簡直把一個小型競選總部直接搬到馬路上。謝謝中和，你們真的有夠厲害的！ 我們知道台灣人民已經厭倦藍綠，希望能有新的選擇。這次民眾黨要挑戰中和的是現任不分區立委邱臣遠，他對交通升級、都市更新、兒少權益、長者福利、中小企業轉型都有完整的政策規劃。過去四年在立院的表現，也備受評鑑肯定，我向各位中和的朋友們鄭重推薦，請讓熟悉立法院運作、懂得如何與中央部會溝通的邱臣遠，繼續留在國會，為中和爭取建設。 最後我再次向大家拜託，這場總統選舉是新政治跟舊勢力的對決、自媒體跟傳統媒體的對決、理性務實科學跟意識形態的對決、公民運動和傳統樁腳政治的對決。總統投給①柯文哲，吳欣盈，政黨票支持⑫ 台灣民眾黨，住在新北中和請給②邱臣遠一個服務的機會。 1/13，你我一起改變台灣的政治文化。 今日其他活動，請見留言。,yes,藍綠,yes,藍綠,
46,339,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913769833448678,2024-01-11 14:40:47 CST,守護民主、拒絕奧步！下架造假的，挺有誠信的！ #誰急了？是誰公然造假操弄棄保？ 今天上午，許多假帳號同步散播一封「#台灣阿銘」的公開信，中華新聞雲更直接以未署名方式報導，標題指稱「郭台銘出面了」，內容寫到：「請大家集中火力投侯康」，然而，郭辦即刻否認此信得到郭台銘創辦人授權，並表示將委由律師處理。 究竟誰是冒郭董名發造假信？#中華新聞雲 與 侯友宜競選辦公室有何關係？誰是操縱棄保的幕後黑手？ 14:50 記者會 黃珊珊黃國昌陳智菡 Vicky準時上線,yes,"侯, 郭",yes,侯,
42,343,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913846193441042,2024-01-11 18:07:47 CST,"#未來台灣需要第三條路 英國《 #經濟學人 》（The Economist）日前邀請我針對台灣總統大選發表我的論述，並在三天前刊出。我原本也想要閱讀另外兩位的國際論述，畢竟《經濟學人》是全球最著名的政經雜誌之一，但沒有想到文末特別註明：「《經濟學人》邀請了所有三位總統候選人提交文章。民主進步黨的賴清德和中國國民黨的侯友宜均婉拒了。」 如果他們兩位都沒有寫，那倒也沒有關係。我就把我的原文報導提供在第一則留言，然後提供大家中文摘要。 內文提到我如何用務實、科學、理性的方式提供台灣在經濟、國防與兩岸議題上第三條路。我的方法有三： 第一個是務實的 #經濟發展 。政府必須努力解決台灣的產業短缺，包括水、電、土地、勞動力和人才。其中最重要的是電力供應問題：我們至少要利用核能作為過渡到再生能源的橋梁。我們還應該通過加強對中小企業的現代化，包括加強人工智慧訓練作為戰略目標，來培養創新和創業文化，從而與全球知名公司建立更緊密的聯繫。 同時，台灣應該申請加入 #區域經濟組織 。其中最重要的是全面與進步跨太平洋夥伴關係協定（CPTPP）和區域全面經濟夥伴關係協定（RCEP）貿易協定，這些協定至少占台灣總貿易的57%。 此外，我們的政府必須迅速制定我提出的經濟安全法，以保護關鍵技術。台灣在先進半導體製造領域的技術專長（擁有全球90%以上的十納米以下邏輯晶片）需要被引導到其它高科技行業。透過這樣做，我們可以預防未知的經濟衝擊，同時也確保在全球經濟中的先鋒地位。 第二個是我所說的「科學的國防準備」。為了建立足以滿足軍事威懾需求的防禦能力，民眾黨政府主張把國防預算提高到台灣GDP的3%，目前為2.5%。我們還將繼續建造自己的飛機和船艦。我們將繼續購買符合台灣戰略目標的武器，並投資以增強國防自主性。我們還將利用國內創新，發揚我們的民間產業的技術知識，將研發重點放在無人機、人工智慧和飛彈系統等領域。 在發展台灣的防禦能力時，我們應該優先考慮網路軍事力量、不對稱戰爭策略以及空軍和海軍。這項努力的基礎，是認識到這些高科技軍事部門，需要的不僅僅是一年的徵兵期。出於這個原因，我主張募兵制為主，並輔以徵兵制。同時，建立更專業和戰鬥導向的訓練框架也是必要的。這種戰略轉變，是我確保國家安全和韌性願景的核心。我們需要為戰爭做準備，並能夠在不尋求戰爭的情況下打一場戰爭。 第三個則是更理性的 #兩岸交流 ——不僅是在台灣海峽兩岸的交流，兩岸關係也橫跨太平洋，這要求台灣在中國和美國的競爭中制定一個策略。在這個方程式中，和平等於三贏，而衝突則導致三輸。 美國仍然是台灣最重要的盟友，具有安全和貿易上的緊密聯繫以及共享的民主價值觀。我致力於進一步深化這種夥伴關係。我也相信，美台合作對於提升台灣在印度—太平洋地區的能見度至關重要，從而擴大我們的全球聯繫。 關於兩岸政策，我將遵守《中華民國憲法》，確保我們的自由生活方式和民主政治體制。我將在與中國的關係中運用「五個互相」—互相認識、互相理解、互相尊重、互相合作和互相諒解。同時，我將尋求促進交流和建立良好意願，同時也實現台灣的自主和兩岸和平。 以上僅是部分摘要，全文再請參考The Economist原報導。（連結在留言）Menu Subscribe Login By Invitation Taiwan's election A presidential candidate on why Taiwan needs a third way There more pragmatic path peace and prosperity, argues Ko Wen-je LIAMS 英國經濟學人報導 柯文哲的解方： 帶領台灣邁向第三條路 fé柯文哲",yes,"民主進步黨, 賴, 侯, 國民黨",no,,
33,352,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/913956950096633,2024-01-11 22:18:01 CST,阿北+阿麗 雙主菜車隊掃街在台北！ 今天我和 吳欣盈的車掃，回到台北市 。我在台北市政府奉獻八年時光，從一個政治素人，磨練許許多多經驗，但我始終沒忘了要改變台灣政治文化的初衷。今天車隊經過每一個路口，我都會想起曾經為這裡做了什麼，讓台北改變多少。 這次和吳欣盈一起車隊掃街，被形容是 #雙主菜 規格，民眾的加油聲也是加倍。我們抵達大稻埕時，雖然巷道相對小，但大批民眾塞滿馬路旁，有旗子的用力揮旗，沒旗子的大力揮手，都帶給我滿滿的溫暖；相同的場景也出現在心中山公園、東區商圈、南港科技園區等等，我在戰車上說的雖然只有簡單的謝謝，但心中的感謝感動千言萬語也說不完。 選戰都只剩1天半了，支持者的創意，還可以再突破我的想像，滿滿的小草、出現率很高的可達鴨、阿麗吳欣盈專屬的加菲貓，現在連黃國昌的蔥玩偶都越來越多了，有你們的支持，我一定會 #蔥滿幹勁、#盈向勝利！傍晚在西門町的選前最後一次定點合照，即便我的團隊已經練成6秒拍完一組，但依舊1個半小時都拍不夠。更厲害的是，這過程中「#把國家還給你」、「#台灣的選擇柯文哲」、「#藍綠會過去、民眾有未來」、「#義無反顧拚1次」的口號聲都沒有停歇。 謝謝你們，有你們的堅定支持，更堅定我的信心。1/13是改變台灣命運的時刻，總統投給①柯文哲、吳欣盈，政黨票支持⑫ 台灣民眾黨。請你一定要出來投票，美好台灣靠你我共同實現。,yes,藍綠,yes,藍綠,
24,361,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/914329946726000,2024-01-12 14:33:41 CST,全球的媒體朋友，大家好：我是台灣民眾黨的總統候選人，柯文哲，在我身旁的就是我的副總統候選人 吳欣盈女士。明天就是2024中華民國總統大選，這一次大選，將會是台灣政治史上的重要分水嶺。 過去台灣已經舉辦7次總統選舉，但是這一次，是台灣第一次出現代表 #第三勢力 的總統候選人，我們不但與傳統的藍綠兩黨分庭抗禮，更是執政黨最強力的挑戰者。 臺灣過去曾經有過零星的第三勢力，但是因為目前台灣的選舉制度不利於小黨發展，所以他們都在一段時間之後泡沫化，也讓臺灣一直在二極對抗的泥淖中打轉。 多年來，台灣人民已經厭倦藍綠惡鬥、他們只顧政黨利益而不顧人民的權益。這一種政治現狀，造成人民希望改革的浪潮愈來愈大，也讓代表台灣第三勢力的台灣民眾黨被推上台灣政治的舞台上。 過去的中央政府，在藍綠惡鬥之下，以選票為主要考量，缺乏長期規劃，台灣的情況越來越差包含 #低薪 、 #高房價 、 #少子化 、#高齡化 、能源短缺、國家債務飆升、勞保即將破產、健保的費用沒有辦法控制，更重要的是，兩岸關係越來越差。 人民的生活沒有改善、立法權也沒有發揮應有的監督功能，導致貪污腐敗叢生、黑金勾結政府、司法沒有公義，臺灣逐漸失去了我們應有的競爭力。 人民渴望改變、人民需要希望。 我在2014年競選台北市長時說過「改變台灣從首都開始，改變台北從文化開始」。「改變政治文化」就是我從政的初衷，十年來，我們不斷的呼籲、說服人民覺醒，終於讓「改變政治文化」成為多數台灣人民的期待。 我與我的搭檔吳欣盈女士以及台灣民眾黨，都不是傳統的政治人物，我來自醫界、她則有金融專業的背景，我們秉持共同的政治理念，我們共同的主張就是政府必須是「 #開放政府 、#全民參與 、#公開透明 」、面對問題、解決問題要理性、務實、科學；制定政策必須遵從「民意、專業、價值」，最重要的是必須「清廉、勤政、愛民、愛鄉土」，每一天，勤奮的解決人民的大小事，我在台北市長執政8年期間都是這樣做，未來我當選中華民國總統，我也會要求我自己和我的團隊，上緊發條、時刻思考著我們要留下一個更好的台灣給下一代。 現階段台灣面對的各種挑戰，前所未見。台灣必須停止內耗，同心協力落實「國家治理」；發揮我們海洋民族的包容力，平等對待國內所有的族群，打造一個「共融社會」。 政治上，預計下一次的國會會是三黨不過半，台灣民眾黨將在國會扮演關鍵力量，發揮監督、制衡的功能。我更會以「聯合政府」的概念，用人唯才、不分黨派，「 #團結台灣 」。 我是一位外科醫師，我認為台灣迫切需要三張國政的處方箋： 第一，「務實的經濟發展」。政府必須解決產業的各項短缺問題，包括五缺：缺水、缺電、缺工、缺地、缺人才，還有最迫切的能源議題。我們必須穩定外資的信心、創造良好的投資環境並且積極申請加入CPTPP或RCEP這一種區域經濟組織。 第二，「科學的國防準備」。我們不應當把和平寄託在對方的善意之上，所以必須台灣的國防實力提升，我會將國防預算從目前的GDP 2.5提高到3%，延續「國機國造」、「國艦國造」的政策，購買符合台灣戰略目標的國防武器，並投資國防工業，確保台灣 #國防自主 。 第三，「善意的兩岸交流」，過去我在擔任台北市長期間，舉辦八次雙城論壇，還有一次2017世大運，雖然過程複雜，但是都能在對等尊嚴的原則之下完成任務。我認為和平是「多贏」，衝突則是「多輸」，臺灣是美麗之島福爾摩沙，我們應當成為區域安定的關鍵力量。 我會依據《 #中華民國憲法 》與兩岸人民關係條例，來處理兩岸問題，確保台灣人民繼續保有民主、自由的生活方式和政治制度，並以互相認識、互相瞭解、互相尊重、互相合作、還有互相諒解的「 #五個互相 」，來促進交流，增加善意，最起碼減少風險和擦槍走火。 2024年，是台灣完成第三波民主化的歷史時刻，柯文哲和台灣民眾黨會在勝選之後，秉持初衷與理念，致力創造「社會和諧、政黨和解、兩岸和平」，我們要用繁盛的經濟和軟實力，讓台灣成為世界的焦點，讓台灣人保有繁榮、穩定、和平、讓年輕人重新感受到一個充滿希望的未來。 謝謝大家！,yes,"藍綠, 執政黨",yes,藍綠,
21,364,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/914379936721001,2024-01-12 16:50:47 CST,選戰終於來到最後一天，今天車隊掃街最終站，回到台北市。一整趟的車程都感受到台北人充沛旺盛的熱情，謝謝曾經給我兩次機會的台北市民，請你繼續支持我，讓我把改變台北的經驗拓展到全台灣。 我和 吳欣盈 車隊掃街起點，是在新北投車站，剛出站就在北投中繼市場看到大批攤商跟民眾，對我比讚。沿路都有人大喊「柯P政績在這裡」，謝謝台北市民，肯定我過去的辛勞。 好多學生、小朋友，都跑出來跟我打招呼。#小朋友好，雖然你不能投給我，但是你可以請你爸媽、爺爺奶奶，慎重考慮投我一票。路過信義東門時，發現 陳佩琪Peggy 也加入小草應援團，一起向我們打氣。謝謝佩琪，有你真好。 下午的麥克風手，是要參選台北市文山南中正的6號 張其祿 他擔任不分區立委期間，是本屆國會113位委員中獲得公民監督評鑑獲獎次數最多的委員，也是史上第一人，打破口袋國會評鑑系統，第一位獲得7星級的立委。文山南中正已經20年沒有換過立委了，懇請讓張其祿帶給大家改變翻轉的機會。 車隊掃街在傍晚劃上句號，如果你覺得在路上匆匆一瞥不夠過癮的，今晚一起上凱道。#今晚來凱道，#明天去投票，總統投給①柯文哲、吳欣盈，政黨票支持⑫ 台灣民眾黨。請你一定要出來投票，#下架藍綠、#你我有哲。SSC 公司行號登記 02-8661-8603 f 柯文哲,yes,藍綠,yes,藍綠,
8,377,DoctorKoWJ,https://www.facebook.com/100044470088043/posts/914595640032764,2024-01-12 23:15:22 CST,這麼多年來，我們都希望打造一個公平正義、有美好未來的國家。 這一次，我決定扛起責任，守護我們的民主，這一次我決定，要跟你們一起贏回這個國家，這一次 我跟你們一樣，要贏下屬於我們自己的未來。 這一次 我們一定要突破藍綠！ 我們不只是第三勢力。 我們就是臺灣。 我們 一定可以改變這個國家！ 我們 一定可以翻轉我們的未來！ #相信美好台灣 #唯一選哲我們不只是第三勢力。 我們就是臺灣。 V) 我們，一定可以改變這個國家！ 我們 我們 ，一定可以翻轉我們的未來 唯一選哲 1 開u 柯文哲 防奥步， 守民主， 堅定票投柯文哲,yes,藍綠,yes,藍綠,
